"userID","productID","rating"
46,3762,2
46,4806,5
46,4628,4
46,4519,4
46,4320,5
46,4298,5
46,4674,5
46,4651,4
46,4540,5
46,4540,4
47,5938,3
47,5870,4
47,5660,4
47,5795,5
47,5691,5
48,3558,2
48,3142,5
48,2738,5
48,3478,4
48,3484,5
48,2607,4
48,4933,3
48,2680,5
48,1592,1
48,3501,4
48,2774,4
48,3305,5
48,3424,3
48,2738,4
48,3447,4
48,2759,4
49,639,3
49,1032,4
49,1065,4
49,726,4
49,377,5
49,661,4
49,366,5
49,1098,5
50,6285,4
50,6425,5
50,6506,5
50,6356,5
50,6877,5
50,6236,5
50,1967,1
50,7048,5
50,6997,5
50,6236,5
50,6596,5
50,6060,5
50,5942,2
50,5610,2
50,3385,1
50,6585,4
50,6146,4
50,6165,5
50,3022,1
50,6174,4
50,6157,5
50,6386,4
50,6604,3
50,6795,5
51,5118,1
51,6165,4
51,6165,5
52,4563,4
53,128,4
53,203,4
53,168,5
53,240,5
53,148,4
53,243,5
53,106,5
53,129,5
53,240,5
53,5879,1
53,110,5
53,102,3
53,334,5
53,203,4
53,2682,1
53,129,5
53,315,4
53,129,3
53,277,4
54,6967,5
54,6086,5
54,6176,4
54,6195,5
54,6526,5
54,6566,3
54,811,1
54,2375,1
55,123,1
55,3686,5
55,3971,4
55,4165,2
55,3564,5
55,3673,4
55,4155,4
55,572,1
55,3805,5
55,3694,5
55,4001,4
55,3950,4
55,3725,5
55,4212,5
55,4175,4
55,3838,5
55,4047,5
55,2447,1
55,4186,3
55,3673,4
55,3735,4
55,3907,4
55,3796,3
56,3501,5
56,3144,4
56,3508,5
56,3316,5
56,3257,5
56,3442,5
56,2869,5
56,2941,4
56,2679,4
56,2959,5
56,2885,3
56,3501,3
56,2553,5
56,2851,5
56,2476,5
56,2738,5
57,5956,3
57,5766,5
57,5852,5
57,6698,2
57,5720,5
57,5927,4
57,5852,4
57,6453,1
57,5720,5
57,5817,5
57,5788,5
57,5702,4
57,5775,4
57,5936,5
57,5903,5
58,5766,5
58,6847,1
58,5991,4
58,5830,5
58,5722,5
58,5874,5
58,5775,4
58,5806,4
58,5711,3
58,6733,2
58,5720,5
58,5914,4
59,6982,1
59,5764,5
59,5989,3
59,5997,4
59,5942,4
60,5850,4
60,5691,5
60,5766,3
60,5936,4
60,5934,5
60,5991,4
60,5806,4
60,5711,5
60,5883,4
60,5817,3
60,5947,5
60,5689,4
60,6617,1
60,5861,4
60,5894,4
60,5896,5
60,5824,5
60,5881,5
60,5956,4
60,5691,3
60,5914,5
60,5711,3
60,5938,5
60,5881,5
60,5995,5
61,4407,5
61,4893,4
61,4674,4
61,4541,4
61,4254,5
61,4342,5
61,4873,4
61,4385,5
61,3200,2
61,4672,4
61,4739,4
61,4364,5
61,4475,5
61,4254,4
61,1775,2
61,4452,5
61,4385,3
61,4805,5
61,4607,4
61,4894,4
61,4385,4
61,4787,5
61,4475,4
61,4918,5
61,4620,5
61,4585,5
62,4642,4
62,4692,4
62,4386,5
62,4409,5
62,4870,5
62,4688,5
62,916,2
62,4341,3
62,4385,5
62,704,1
62,710,2
62,4364,5
62,4501,5
63,6292,3
63,6967,5
63,6776,4
63,6735,3
63,7027,3
63,6656,5
63,6206,5
63,6056,5
63,6566,5
63,6494,5
63,6795,5
63,7046,4
63,6105,4
63,221,1
63,7027,4
63,6465,3
63,4639,3
63,6176,4
63,4769,1
63,6386,4
63,6907,4
63,6193,4
63,652,2
63,6585,5
63,6896,5
64,2388,4
64,2375,4
64,2206,2
64,2192,4
64,2319,5
64,2244,4
64,2433,5
64,2417,3
64,2216,4
64,2278,5
64,2247,3
64,2405,4
64,2247,5
64,2354,5
64,2464,5
64,1506,1
64,2443,4
64,2433,5
64,2426,5
64,2388,5
64,2206,5
65,56,5
65,47,5
65,288,5
65,222,3
65,206,3
65,334,4
65,74,5
65,203,4
65,334,5
65,205,5
65,57,4
65,354,5
66,2959,5
66,2738,4
66,3162,5
66,2685,3
66,3126,5
66,2643,5
66,3275,5
66,2903,4
66,2607,4
66,1411,2
66,3239,3
66,3447,3
66,6040,1
66,2851,4
66,3370,4
66,3334,4
66,2846,4
66,2566,5
66,2476,4
66,3271,4
66,3447,3
66,3442,4
66,3536,5
66,2843,5
66,3370,5
66,4920,1
67,5888,3
67,2168,4
67,2185,5
67,2433,5
67,2288,5
67,2448,4
67,2426,4
67,2285,3
67,2323,5
67,5010,1
67,2157,5
67,2261,4
67,2285,4
67,2405,2
67,2374,5
67,1502,1
67,2247,4
67,2254,3
67,2460,5
67,2264,5
67,2206,4
68,6214,5
68,6416,5
68,6236,5
68,7057,5
68,6215,4
68,6495,3
68,2824,1
68,6506,5
68,6817,5
68,6206,5
68,6446,4
68,6727,5
68,6255,5
68,6086,4
68,7016,5
68,6746,5
68,6787,5
68,6705,5
68,6806,4
68,6776,5
68,7016,4
68,6296,5
68,6757,5
68,6296,5
69,4650,5
69,4849,5
69,4496,4
69,4584,3
69,4703,5
69,4851,5
69,4872,5
69,318,1
69,4717,5
69,4541,4
69,4363,3
69,4912,4
70,3714,4
70,4032,5
70,3710,5
70,4227,5
70,4133,5
70,3800,5
70,3745,5
70,4011,5
70,3651,4
70,3604,4
70,4083,5
71,1520,4
71,1991,5
71,1888,2
71,1441,5
71,1623,4
71,3096,2
71,1780,4
71,1986,4
71,1615,5
71,1657,5
71,1672,5
71,1738,4
71,1824,5
71,1766,5
71,2050,4
71,1736,5
71,1898,5
71,1554,4
71,1618,5
71,775,2
71,1507,5
71,1623,4
71,1726,5
71,1819,5
71,4872,2
71,1726,4
71,2531,1
71,615,1
72,1048,2
72,3786,5
72,4587,2
72,3581,4
72,3837,4
72,3765,4
72,3724,4
72,3878,5
72,3684,4
72,3645,5
72,4455,1
72,3960,5
72,4114,4
72,3971,5
72,3807,4
72,3612,5
73,2254,5
73,4930,2
73,2388,5
73,2350,5
73,2295,4
73,2165,3
73,2244,4
73,2453,5
73,1600,3
73,2292,4
73,2393,5
73,2402,5
73,2220,5
73,2354,5
73,4741,1
73,2134,4
73,2165,5
73,2443,5
73,2247,4
73,2275,5
73,2424,5
74,224,5
74,354,5
74,17,5
74,3410,2
74,55,5
74,2562,3
74,38,4
74,1100,2
74,22,5
74,334,4
75,4042,5
75,3763,4
75,1328,1
75,4001,5
75,4112,4
75,3888,5
75,3755,5
75,3745,4
75,5905,1
75,4225,5
75,3868,4
75,3612,5
75,3571,5
75,3766,5
75,3602,5
75,3858,5
75,4104,5
75,3817,4
75,3581,5
75,4114,3
75,3721,4
75,4114,4
75,3571,3
75,3179,1
75,4206,3
75,3786,5
75,3960,4
76,2340,3
76,2275,5
76,2450,5
76,2426,4
76,2426,5
76,2409,4
76,2182,5
76,4857,4
76,2278,5
76,2437,5
76,2474,3
76,2231,4
76,1173,1
76,4883,2
76,3846,1
76,2374,4
76,2161,5
76,2388,5
76,2426,5
76,2182,4
76,2350,4
76,2148,5
76,2254,4
76,2157,4
77,2160,4
77,2309,4
77,2443,4
77,2302,5
77,2141,4
77,2338,5
77,757,1
77,2450,4
77,5945,1
77,2426,4
77,2464,5
77,2261,4
77,2151,3
77,2275,5
77,2326,5
77,2211,5
77,2182,5
77,2175,5
77,2268,5
77,2464,5
77,2151,5
77,2436,5
77,2127,4
77,2310,4
77,2412,4
77,2378,3
78,1174,5
78,464,5
78,1032,3
78,1131,5
78,587,5
78,584,5
78,1185,4
78,967,5
78,730,5
78,978,3
78,530,5
78,1185,5
78,1172,3
78,672,5
78,956,4
78,923,5
78,4711,1
78,1096,4
79,4849,4
79,4916,5
79,4875,4
79,4783,5
79,4704,4
79,4519,5
79,4606,5
79,4298,4
79,4430,4
79,4276,5
79,4275,5
79,4453,4
79,4584,5
79,4385,5
79,4467,5
79,4833,5
80,1878,4
80,102,1
80,5167,3
80,1932,5
81,6555,3
81,6746,5
81,6045,4
81,6590,3
81,6615,4
81,6765,5
81,6967,5
81,6615,4
81,6266,5
81,6045,5
81,6656,5
81,3237,3
81,6746,5
81,6937,5
81,1208,1
81,6657,5
81,6967,5
81,6326,4
81,6866,5
81,6026,3
81,6825,4
81,6686,5
81,6255,4
81,410,1
81,6817,5
82,273,4
82,107,5
82,242,5
82,203,5
82,187,5
82,262,5
82,147,4
82,280,5
82,204,5
82,184,4
83,4194,2
83,1076,4
83,508,5
83,1099,5
83,573,3
83,355,5
83,792,4
83,519,5
83,836,4
83,814,5
83,519,4
83,639,4
83,989,5
83,1087,4
83,1289,5
83,377,5
83,1349,5
83,1196,4
83,803,5
84,800,5
84,1207,5
84,890,5
84,825,5
84,1076,5
84,982,3
84,774,5
84,1318,4
84,1196,4
84,530,5
84,825,4
84,1065,5
84,442,5
84,1236,4
84,6107,2
84,5967,2
84,508,3
84,825,5
84,1327,4
84,956,5
84,1404,4
85,6285,4
85,6435,4
85,6735,5
85,6746,5
85,4756,1
85,3040,1
85,6145,5
85,6184,4
85,6746,5
86,792,4
86,1267,4
86,1175,5
86,672,5
86,508,5
86,4544,2
86,420,4
86,672,5
86,450,5
86,319,1
86,1284,5
86,1228,5
86,4152,3
86,1032,4
86,672,4
86,1834,1
87,2087,5
87,1716,4
87,1839,4
87,1441,5
87,1446,5
87,1193,1
87,2099,4
87,1932,5
87,1603,4
87,1628,5
87,2113,5
88,4386,3
88,4365,5
88,4916,4
88,4614,5
88,2194,2
88,4363,5
88,4672,5
88,3491,2
88,6401,2
88,4365,3
88,1895,1
88,4939,5
88,4562,5
88,4319,5
88,4717,5
88,5666,1
88,1295,2
88,4893,5
88,4320,4
88,4608,5
88,4376,5
88,4581,5
88,4518,4
88,4850,4
89,3460,5
89,3031,4
89,2512,3
89,2869,5
89,2864,4
89,3311,4
89,3275,5
89,5134,1
89,3316,4
89,3483,5
89,2643,5
89,2616,5
89,2625,4
89,3257,3
89,3388,4
89,3221,5
89,2810,5
89,3031,4
90,6907,4
90,6566,4
90,6026,5
90,6656,5
91,130,4
91,335,5
91,5730,2
91,131,4
91,54,4
91,213,5
91,41,5
91,306,4
91,167,4
91,73,3
91,204,5
91,6043,3
91,168,5
91,280,4
91,279,5
92,2679,5
92,3460,5
92,3367,3
92,3013,5
92,3132,3
92,3203,5
92,3332,3
92,4069,2
92,3000,4
92,3031,4
92,2774,5
92,3460,5
92,3465,5
92,3442,4
92,3370,4
92,2748,4
92,3180,5
92,2774,4
93,4063,5
94,6375,5
94,6386,5
94,6806,5
94,6536,3
94,6495,2
94,6652,5
94,6746,4
94,6255,5
94,6787,5
95,3940,5
95,3714,4
95,5893,1
95,3848,3
95,3786,4
95,3540,4
95,4093,5
95,3653,5
95,4216,4
95,4032,4
96,4242,4
96,3612,5
96,3827,5
96,4093,5
96,3847,5
96,3546,5
96,3766,5
96,4022,4
96,3970,5
97,4453,5
97,4939,5
97,4606,4
97,4540,5
97,4361,4
97,4849,5
97,740,2
97,4474,5
97,4365,5
97,4607,5
97,4629,3
98,4408,5
98,4519,5
98,4607,3
98,4387,5
98,4650,4
98,4805,5
98,4768,5
98,4802,5
98,4475,5
98,4849,3
98,4607,5
99,4041,3
99,3550,4
99,4022,4
100,5881,4
100,5720,4
100,5830,5
100,5881,3
100,5847,5
100,6567,1
100,5956,4
100,6980,2
100,5956,4
100,5881,5
100,5925,5
100,6009,4
100,5883,5
100,5788,5
100,6004,5
100,5786,5
100,5703,5
100,5927,4
100,5989,4
100,5680,3
100,5797,5
100,5744,3
100,5883,5
101,4093,5
101,2032,2
101,4165,4
101,3632,4
101,4104,5
101,4854,1
101,4150,4
101,3766,5
101,3707,5
101,3725,5
101,3991,5
101,3745,4
101,3591,5
101,3909,5
101,4165,5
101,4040,4
101,3663,3
101,4052,3
101,4052,4
101,3632,4
101,3981,5
101,3868,4
101,4042,5
101,3888,5
101,3622,4
101,3889,5
101,804,1
102,2409,5
102,6147,2
102,2411,5
102,2433,5
102,2419,4
102,2302,4
102,2275,5
102,2278,5
102,2360,5
102,2247,4
102,2295,5
102,2220,5
102,2223,5
103,3878,5
103,4124,5
103,3899,4
103,4011,5
103,3878,5
103,3663,5
103,3725,5
103,3511,2
103,3755,5
103,4933,2
103,4143,5
103,4216,4
103,3632,5
103,4206,5
103,4011,5
103,3919,4
103,3960,5
103,3724,5
103,4173,5
103,4175,4
103,3684,5
103,6750,3
103,3698,5
103,3643,5
103,3817,5
104,6685,1
104,5819,4
104,5786,5
104,5836,5
104,6000,5
104,7060,2
104,5753,3
104,5978,5
104,5949,5
104,5660,4
104,5707,5
104,6420,1
104,5720,4
105,3991,5
105,3684,4
105,3930,5
105,4206,4
105,4042,4
105,4216,5
105,3776,5
105,3930,5
105,3725,5
105,3591,5
105,3643,4
105,303,2
105,3848,5
105,3704,5
105,3991,4
105,4093,5
105,4155,5
105,5093,1
106,294,4
107,5471,2
107,2774,5
107,3018,3
107,2715,4
107,3328,5
107,1044,1
107,2502,3
107,3560,3
107,2697,5
107,2702,5
107,3447,4
107,2650,5
107,2548,4
107,1064,3
107,3460,4
107,3203,5
107,2923,5
108,355,5
108,989,5
108,377,3
108,442,5
108,2150,1
108,661,5
108,1054,5
108,728,5
108,683,4
108,989,4
108,486,4
108,464,5
108,759,4
108,1284,4
108,650,5
108,497,5
108,486,5
108,945,5
108,1185,4
108,6422,1
108,617,3
108,6298,1
108,1382,5
108,1349,4
109,5839,5
109,5914,4
109,5841,5
109,5775,5
109,5725,5
109,5744,5
109,5786,4
109,5894,5
109,5808,4
109,5808,5
109,5927,4
109,5799,5
109,5914,4
109,5786,4
109,5755,4
110,3432,5
110,3519,4
110,3447,4
110,3275,4
110,2756,3
110,3239,5
110,3447,5
110,2959,4
110,2715,4
110,2548,4
110,3293,5
110,3031,4
110,2530,5
111,3036,5
111,3352,4
111,3126,5
111,2530,5
111,3162,4
111,2810,3
111,2671,5
111,2715,5
111,2995,4
111,4564,2
111,3442,4
111,3455,4
111,3311,5
111,3054,4
111,3334,4
111,2995,4
111,3329,4
111,6538,2
111,3424,4
112,2006,5
112,1937,3
112,1559,5
112,1559,5
112,1702,5
112,2094,5
112,1932,5
112,1441,5
112,1726,5
112,1441,4
112,1972,3
112,1726,5
112,1608,4
112,1873,5
112,2104,5
112,1907,4
112,1575,4
112,1826,5
112,6135,1
112,38,1
112,1878,5
112,1682,5
112,1790,4
112,1505,4
113,3807,5
113,3948,4
113,3786,4
113,4165,5
113,3868,4
113,3796,3
113,4073,5
113,4042,5
113,4134,4
113,4063,5
113,773,1
113,3909,4
113,3735,5
113,4175,4
113,2197,2
113,3540,5
113,4063,5
113,4216,3
113,3888,3
113,1378,1
114,1952,5
114,1883,5
114,1495,5
114,1657,5
114,2025,4
114,2065,4
114,2114,4
114,1569,5
114,1446,5
114,1446,5
114,1505,4
114,1613,5
114,1839,5
114,1966,5
114,1986,4
114,1888,4
114,4007,2
114,2109,5
114,1932,4
114,1736,5
114,4172,1
114,1883,5
114,2114,5
114,1667,4
114,1888,5
115,1389,1
115,150,4
115,299,5
116,1495,3
116,1510,5
116,2094,5
116,1996,4
116,1770,5
116,1677,5
116,1844,3
116,1677,5
116,1847,4
116,2049,4
116,306,2
116,1893,5
116,2006,3
116,1279,1
116,1682,5
116,1843,5
117,3018,5
117,3316,4
117,3465,5
117,3036,5
117,2869,5
117,3054,4
117,2548,3
117,2869,4
117,2697,4
117,3203,4
117,2774,5
118,240,5
118,281,5
118,74,5
118,1982,1
118,111,4
118,17,4
118,55,4
118,289,5
118,35,4
119,3960,4
119,4022,5
119,4032,5
119,3561,4
119,4083,5
119,4063,4
119,4124,5
119,4237,5
119,3704,5
119,3807,4
119,3848,5
119,5349,3
119,3899,4
120,6505,1
120,5892,4
120,5733,5
120,5817,5
120,5733,5
120,5806,3
120,5724,3
120,5863,4
120,5894,4
120,5967,4
120,6172,1
120,5956,5
120,5980,5
120,6066,1
121,3929,3
121,4224,5
121,3692,3
121,3935,4
121,3755,4
121,5208,1
121,4196,5
121,3765,3
122,6405,4
122,209,1
122,6705,5
122,6697,5
122,6345,4
122,6444,5
122,6536,4
122,6195,4
123,836,3
123,836,3
124,6735,5
124,6626,4
124,7037,5
124,6375,4
124,6482,4
124,6304,3
124,6386,5
124,6416,3
124,2332,1
124,6495,5
124,6556,5
124,6345,4
124,6296,5
125,2261,5
125,2330,4
125,2347,5
125,2240,4
125,2319,5
125,2278,5
125,2144,5
125,2171,5
125,2185,4
125,2185,5
125,2337,4
125,2460,5
125,2268,4
125,2300,4
125,2315,4
125,2412,4
125,2220,5
125,2453,3
126,6582,4
126,6045,4
126,6165,4
126,6997,5
126,6098,5
126,6855,4
126,6135,4
126,6225,3
126,6585,5
126,6795,5
126,6896,3
126,6465,5
126,6356,5
126,6266,4
126,6476,5
126,6420,5
126,7019,4
126,6416,4
127,5134,1
127,6792,5
127,1412,3
127,6225,5
127,6967,5
127,6135,4
127,6425,4
127,6320,3
127,5534,3
127,6705,4
127,6416,5
127,6525,3
127,6566,5
127,5475,2
127,6566,5
127,6806,5
127,6956,5
127,6041,5
127,6705,3
127,6585,3
128,1736,4
128,2461,2
128,2109,5
128,1736,2
128,2052,4
128,1991,3
128,1834,4
128,1731,4
128,2104,4
128,1716,5
128,1682,5
128,1878,5
128,1520,4
128,1819,5
128,1290,2
128,1819,4
128,1731,5
128,2050,4
